penalty_fixed_id,clause_fixed_id,clause_description,classification_level,penalty_description,rate,employee_rate_type_code,penalty_calculated_value,calculated_includes_all_purpose,base_pay_rate_id,operative_from,operative_to,version_number,published_year,last_modified_datetime
5417,21695,Casual adult employees other than shiftworkers—ordinary and penalty rates,6,Monday to Friday after 6.00 pm,150,AD,43.04,false,BR89795,2024-07-01,2025-06-30,5,2024,2025-06-25T23:36:29+00:00
1942,21694,All full-time and part-time adult employees—overtime rates,6,Monday to Saturday – after 3 hours,200,AD,57.38,false,BR89795,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:32+00:00
1941,21694,All full-time and part-time adult employees—overtime rates,6,Monday to Saturday – first 3 hours,150,AD,43.04,false,BR89795,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:32+00:00
1930,21692,Full-time and part-time adult employees other than shiftworkers—ordinary and penalty rates,6,Ordinary hours,100,AD,28.69,false,BR89795,2024-07-01,2025-06-30,10,2024,2025-06-25T23:37:37+00:00
1945,21695,Casual adult employees other than shiftworkers—ordinary and penalty rates,6,Ordinary hours,125,AD,35.86,false,BR89795,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:31+00:00
1935,21693,Full-time and part-time adult shiftworkers—shiftwork and penalty rates,6,Other than baking production employees (OBPE): Monday to Friday - Starting at or after 6.00 pm and before 5.00 am,130,AD,37.3,false,BR89795,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:36+00:00
1949,21696,Casual adult shiftworkers—shiftwork and penalty rates,6,Other than baking production employees (OBPE): Monday to Friday - Starting at or after 6.00 pm and before 5.00 am,155,AD,44.47,false,BR89795,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:29+00:00
1944,21694,All full-time and part-time adult employees—overtime rates,6,Public holiday,250,AD,71.73,false,BR89795,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:32+00:00
1948,21695,Casual adult employees other than shiftworkers—ordinary and penalty rates,6,Public holiday,250,AD,71.73,false,BR89795,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:30+00:00
1934,21692,Full-time and part-time adult employees other than shiftworkers—ordinary and penalty rates,6,Public holiday,225,AD,64.55,false,BR89795,2024-07-01,2025-06-30,10,2024,2025-06-25T23:37:36+00:00
1932,21692,Full-time and part-time adult employees other than shiftworkers—ordinary and penalty rates,6,Saturday,125,AD,35.86,false,BR89795,2024-07-01,2025-06-30,10,2024,2025-06-25T23:37:37+00:00
1946,21695,Casual adult employees other than shiftworkers—ordinary and penalty rates,6,Saturday,150,AD,43.04,false,BR89795,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:30+00:00
1947,21695,Casual adult employees other than shiftworkers—ordinary and penalty rates,6,Sunday,175,AD,50.21,false,BR89795,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:30+00:00
1933,21692,Full-time and part-time adult employees other than shiftworkers—ordinary and penalty rates,6,Sunday,150,AD,43.04,false,BR89795,2024-07-01,2025-06-30,10,2024,2025-06-25T23:37:36+00:00
1943,21694,All full-time and part-time adult employees—overtime rates,6,Sunday – all day,200,AD,57.38,false,BR89795,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:32+00:00
1940,21693,Full-time and part-time adult shiftworkers—shiftwork and penalty rates,7,All shiftworkers: Public holiday - All hours within shift,225,AD,67.79,false,BR89796,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:33+00:00
1954,21696,Casual adult shiftworkers—shiftwork and penalty rates,7,All shiftworkers: Public holiday - all hours within shift,250,AD,75.33,false,BR89796,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:28+00:00
1938,21693,Full-time and part-time adult shiftworkers—shiftwork and penalty rates,7,All shiftworkers: Saturday - OBPE and BPE,150,AD,45.2,false,BR89796,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:35+00:00
1952,21696,Casual adult shiftworkers—shiftwork and penalty rates,7,All shiftworkers: Saturday - OBPE and BPE,175,AD,52.73,false,BR89796,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:29+00:00
1953,21696,Casual adult shiftworkers—shiftwork and penalty rates,7,All shiftworkers: Sunday - OBPE and BPE,200,AD,60.26,false,BR89796,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:28+00:00
1939,21693,Full-time and part-time adult shiftworkers—shiftwork and penalty rates,7,All shiftworkers: Sunday - OBPE and BPE,175,AD,52.73,false,BR89796,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:34+00:00
1950,21696,Casual adult shiftworkers—shiftwork and penalty rates,7,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting at or after 2.00 am and before 6.00 am,137.5,AD,41.43,false,BR89796,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:29+00:00
1936,21693,Full-time and part-time adult shiftworkers—shiftwork and penalty rates,7,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting at or after 2.00 am and before 6.00 am,112.5,AD,33.9,false,BR89796,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:36+00:00
1937,21693,Full-time and part-time adult shiftworkers—shiftwork and penalty rates,7,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting before 2.00 am,130,AD,39.17,false,BR89796,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:35+00:00
1951,21696,Casual adult shiftworkers—shiftwork and penalty rates,7,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting before 2.00 am,155,AD,46.7,false,BR89796,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:29+00:00
5417,21695,Casual adult employees other than shiftworkers—ordinary and penalty rates,7,Monday to Friday after 6.00 pm,150,AD,45.2,false,BR89796,2024-07-01,2025-06-30,5,2024,2025-06-25T23:36:29+00:00
1931,21692,Full-time and part-time adult employees other than shiftworkers—ordinary and penalty rates,7,Monday to Friday after 6.00 pm,125,AD,37.66,false,BR89796,2024-07-01,2025-06-30,10,2024,2025-06-25T23:37:37+00:00
1942,21694,All full-time and part-time adult employees—overtime rates,7,Monday to Saturday – after 3 hours,200,AD,60.26,false,BR89796,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:32+00:00
1941,21694,All full-time and part-time adult employees—overtime rates,7,Monday to Saturday – first 3 hours,150,AD,45.2,false,BR89796,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:32+00:00
1945,21695,Casual adult employees other than shiftworkers—ordinary and penalty rates,7,Ordinary hours,125,AD,37.66,false,BR89796,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:31+00:00
1930,21692,Full-time and part-time adult employees other than shiftworkers—ordinary and penalty rates,7,Ordinary hours,100,AD,30.13,false,BR89796,2024-07-01,2025-06-30,10,2024,2025-06-25T23:37:37+00:00
1935,21693,Full-time and part-time adult shiftworkers—shiftwork and penalty rates,7,Other than baking production employees (OBPE): Monday to Friday - Starting at or after 6.00 pm and before 5.00 am,130,AD,39.17,false,BR89796,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:36+00:00
1949,21696,Casual adult shiftworkers—shiftwork and penalty rates,7,Other than baking production employees (OBPE): Monday to Friday - Starting at or after 6.00 pm and before 5.00 am,155,AD,46.7,false,BR89796,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:30+00:00
1948,21695,Casual adult employees other than shiftworkers—ordinary and penalty rates,7,Public holiday,250,AD,75.33,false,BR89796,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:30+00:00
1944,21694,All full-time and part-time adult employees—overtime rates,7,Public holiday,250,AD,75.33,false,BR89796,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:31+00:00
1934,21692,Full-time and part-time adult employees other than shiftworkers—ordinary and penalty rates,7,Public holiday,225,AD,67.79,false,BR89796,2024-07-01,2025-06-30,10,2024,2025-06-25T23:37:36+00:00
1932,21692,Full-time and part-time adult employees other than shiftworkers—ordinary and penalty rates,7,Saturday,125,AD,37.66,false,BR89796,2024-07-01,2025-06-30,10,2024,2025-06-25T23:37:37+00:00
1946,21695,Casual adult employees other than shiftworkers—ordinary and penalty rates,7,Saturday,150,AD,45.2,false,BR89796,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:31+00:00
1933,21692,Full-time and part-time adult employees other than shiftworkers—ordinary and penalty rates,7,Sunday,150,AD,45.2,false,BR89796,2024-07-01,2025-06-30,10,2024,2025-06-25T23:37:37+00:00
1947,21695,Casual adult employees other than shiftworkers—ordinary and penalty rates,7,Sunday,175,AD,52.73,false,BR89796,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:30+00:00
1943,21694,All full-time and part-time adult employees—overtime rates,7,Sunday – all day,200,AD,60.26,false,BR89796,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:32+00:00
1954,21696,Casual adult shiftworkers—shiftwork and penalty rates,8,All shiftworkers: Public holiday - all hours within shift,250,AD,78.4,false,BR89797,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:28+00:00
1940,21693,Full-time and part-time adult shiftworkers—shiftwork and penalty rates,8,All shiftworkers: Public holiday - All hours within shift,225,AD,70.56,false,BR89797,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:33+00:00
1952,21696,Casual adult shiftworkers—shiftwork and penalty rates,8,All shiftworkers: Saturday - OBPE and BPE,175,AD,54.88,false,BR89797,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:29+00:00
1938,21693,Full-time and part-time adult shiftworkers—shiftwork and penalty rates,8,All shiftworkers: Saturday - OBPE and BPE,150,AD,47.04,false,BR89797,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:35+00:00
1953,21696,Casual adult shiftworkers—shiftwork and penalty rates,8,All shiftworkers: Sunday - OBPE and BPE,200,AD,62.72,false,BR89797,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:28+00:00
1939,21693,Full-time and part-time adult shiftworkers—shiftwork and penalty rates,8,All shiftworkers: Sunday - OBPE and BPE,175,AD,54.88,false,BR89797,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:34+00:00
1936,21693,Full-time and part-time adult shiftworkers—shiftwork and penalty rates,8,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting at or after 2.00 am and before 6.00 am,112.5,AD,35.28,false,BR89797,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:36+00:00
1950,21696,Casual adult shiftworkers—shiftwork and penalty rates,8,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting at or after 2.00 am and before 6.00 am,137.5,AD,43.12,false,BR89797,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:29+00:00
1951,21696,Casual adult shiftworkers—shiftwork and penalty rates,8,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting before 2.00 am,155,AD,48.61,false,BR89797,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:29+00:00
1937,21693,Full-time and part-time adult shiftworkers—shiftwork and penalty rates,8,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting before 2.00 am,130,AD,40.77,false,BR89797,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:35+00:00
1931,21692,Full-time and part-time adult employees other than shiftworkers—ordinary and penalty rates,8,Monday to Friday after 6.00 pm,125,AD,39.2,false,BR89797,2024-07-01,2025-06-30,10,2024,2025-06-25T23:37:37+00:00
5417,21695,Casual adult employees other than shiftworkers—ordinary and penalty rates,8,Monday to Friday after 6.00 pm,150,AD,47.04,false,BR89797,2024-07-01,2025-06-30,5,2024,2025-06-25T23:36:29+00:00
1942,21694,All full-time and part-time adult employees—overtime rates,8,Monday to Saturday – after 3 hours,200,AD,62.72,false,BR89797,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:32+00:00
1941,21694,All full-time and part-time adult employees—overtime rates,8,Monday to Saturday – first 3 hours,150,AD,47.04,false,BR89797,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:32+00:00
1945,21695,Casual adult employees other than shiftworkers—ordinary and penalty rates,8,Ordinary hours,125,AD,39.2,false,BR89797,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:31+00:00
1930,21692,Full-time and part-time adult employees other than shiftworkers—ordinary and penalty rates,8,Ordinary hours,100,AD,31.36,false,BR89797,2024-07-01,2025-06-30,10,2024,2025-06-25T23:37:38+00:00
1935,21693,Full-time and part-time adult shiftworkers—shiftwork and penalty rates,8,Other than baking production employees (OBPE): Monday to Friday - Starting at or after 6.00 pm and before 5.00 am,130,AD,40.77,false,BR89797,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:36+00:00
1949,21696,Casual adult shiftworkers—shiftwork and penalty rates,8,Other than baking production employees (OBPE): Monday to Friday - Starting at or after 6.00 pm and before 5.00 am,155,AD,48.61,false,BR89797,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:30+00:00
1948,21695,Casual adult employees other than shiftworkers—ordinary and penalty rates,8,Public holiday,250,AD,78.4,false,BR89797,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:30+00:00
1944,21694,All full-time and part-time adult employees—overtime rates,8,Public holiday,250,AD,78.4,false,BR89797,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:31+00:00
1934,21692,Full-time and part-time adult employees other than shiftworkers—ordinary and penalty rates,8,Public holiday,225,AD,70.56,false,BR89797,2024-07-01,2025-06-30,10,2024,2025-06-25T23:37:36+00:00
1932,21692,Full-time and part-time adult employees other than shiftworkers—ordinary and penalty rates,8,Saturday,125,AD,39.2,false,BR89797,2024-07-01,2025-06-30,10,2024,2025-06-25T23:37:37+00:00
1932,21692,Full-time and part-time adult employees other than shiftworkers—ordinary and penalty rates,8,Saturday,125,AD,39.2,false,BR89797,2024-07-01,2025-06-30,10,2024,2025-06-25T23:37:37+00:00
1933,21692,Full-time and part-time adult employees other than shiftworkers—ordinary and penalty rates,8,Sunday,150,AD,47.04,false,BR89797,2024-07-01,2025-06-30,10,2024,2025-06-25T23:37:37+00:00
1947,21695,Casual adult employees other than shiftworkers—ordinary and penalty rates,8,Sunday,175,AD,54.88,false,BR89797,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:30+00:00
1943,21694,All full-time and part-time adult employees—overtime rates,8,Sunday – all day,200,AD,62.72,false,BR89797,2024-07-01,2025-06-30,5,2024,2025-06-25T23:37:32+00:00
5397,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,,All shiftworkers: Public holiday - All hours within shift,225,,,false,,2023-07-01,2024-06-30,4,2023,2025-05-06T05:37:12+00:00
5397,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,,All shiftworkers: Public holiday - All hours within shift,225,,,false,,2023-07-01,2024-06-30,4,2023,2025-05-06T05:37:13+00:00
1979,21701,Casual junior shiftworkers—shiftwork and penalty rates,,All shiftworkers: Public holiday - All hours within shift,250,,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:37:40+00:00
1965,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,,All shiftworkers: Public holiday - All hours within shift,225,,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:37:54+00:00
1977,21701,Casual junior shiftworkers—shiftwork and penalty rates,,All shiftworkers: Saturday - OBPE and BPE,175,,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:37:29+00:00
1963,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,,All shiftworkers: Saturday - OBPE and BPE,150,,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:37:57+00:00
5395,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,,All shiftworkers: Saturday - OBPE and BPE,150,,,false,,2023-07-01,2024-06-30,4,2023,2025-05-06T05:37:11+00:00
5395,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,,All shiftworkers: Saturday - OBPE and BPE,150,,,false,,2023-07-01,2024-06-30,4,2023,2025-05-06T05:37:12+00:00
5396,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,,All shiftworkers: Sunday - OBPE and BPE,175,,,false,,2023-07-01,2024-06-30,4,2023,2025-05-06T05:37:12+00:00
1978,21701,Casual junior shiftworkers—shiftwork and penalty rates,,All shiftworkers: Sunday - OBPE and BPE,200,,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:37:33+00:00
1964,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,,All shiftworkers: Sunday - OBPE and BPE,175,,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:37:49+00:00
5396,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,,All shiftworkers: Sunday - OBPE and BPE,175,,,false,,2023-07-01,2024-06-30,4,2023,2025-05-06T05:37:12+00:00
5393,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting at or after 2.00 am and before 6.00 am,112.5,,,false,,2023-07-01,2024-06-30,4,2023,2025-05-06T05:37:10+00:00
5393,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting at or after 2.00 am and before 6.00 am,112.5,,,false,,2023-07-01,2024-06-30,4,2023,2025-05-06T05:37:10+00:00
1975,21701,Casual junior shiftworkers—shiftwork and penalty rates,,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting at or after 2.00 am and before 6.00 am,137.5,,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:37:37+00:00
1961,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting at or after 2.00 am and before 6.00 am,112.5,,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:37:49+00:00
1976,21701,Casual junior shiftworkers—shiftwork and penalty rates,,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting before 2.00 am,155,,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:37:41+00:00
5394,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting before 2.00 am,130,,,false,,2023-07-01,2024-06-30,4,2023,2025-05-06T05:37:11+00:00
5394,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting before 2.00 am,130,,,false,,2023-07-01,2024-06-30,4,2023,2025-05-06T05:37:11+00:00
1962,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting before 2.00 am,130,,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:37:52+00:00
1996,21705,Junior apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,,Monday to Friday after 6.00 pm,125,,,false,,2023-07-01,2024-06-30,4,2023,2025-05-06T05:37:07+00:00
1996,21705,Junior apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,,Monday to Friday after 6.00 pm,125,,,false,,2023-07-01,2024-06-30,4,2023,2025-05-06T05:37:07+00:00
6086,21700,Casual junior employees other than shiftworkers—ordinary and penalty rates,,Monday to Friday after 6.00 pm,150,,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:38:01+00:00
1956,21697,Full-time and part-time junior employees other than shiftworkers—ordinary and penalty rates,,Monday to Friday after 6.00 pm,125,,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:37:59+00:00
1967,21699,All full-time and part-time junior employees—overtime rates,,Monday to Saturday – after 3 hours,200,,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:37:52+00:00
5399,22632,Junior apprentice who began apprenticeship on 1 January 2014 or later—overtime rates,,Monday to Saturday – after 3 hours,200,,,false,,2023-07-01,2024-06-30,4,2023,2025-05-06T05:37:13+00:00
5399,22632,Junior apprentice who began apprenticeship on 1 January 2014 or later—overtime rates,,Monday to Saturday – after 3 hours,200,,,false,,2023-07-01,2024-06-30,4,2023,2025-05-06T05:37:14+00:00
5398,22632,Junior apprentice who began apprenticeship on 1 January 2014 or later—overtime rates,,Monday to Saturday – first 3 hours,150,,,false,,2023-07-01,2024-06-30,4,2023,2025-05-06T05:37:13+00:00
5398,22632,Junior apprentice who began apprenticeship on 1 January 2014 or later—overtime rates,,Monday to Saturday – first 3 hours,150,,,false,,2023-07-01,2024-06-30,4,2023,2025-05-06T05:37:13+00:00
1966,21699,All full-time and part-time junior employees—overtime rates,,Monday to Saturday – first 3 hours,150,,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:38:00+00:00
1995,21705,Junior apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,,Ordinary hours,100,,,false,,2023-07-01,2024-06-30,4,2023,2025-05-06T05:37:06+00:00
1995,21705,Junior apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,,Ordinary hours,100,,,false,,2023-07-01,2024-06-30,4,2023,2025-05-06T05:37:21+00:00
1955,21697,Full-time and part-time junior employees other than shiftworkers—ordinary and penalty rates,,Ordinary hours,100,,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:37:56+00:00
1970,21700,Casual junior employees other than shiftworkers—ordinary and penalty rates,,Ordinary hours,125,,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:37:54+00:00
1974,21701,Casual junior shiftworkers—shiftwork and penalty rates,,Other than baking production employees (OBPE): Monday to Friday - Starting at or after 6.00 pm and before 5.00 am,155,,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:37:30+00:00
1960,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,,Other than baking production employees (OBPE): Monday to Friday - Starting at or after 6.00 pm and before 5.00 am,130,,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:37:59+00:00
5392,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,,Other than baking production employees (OBPE): Monday to Friday - Starting at or after 6.00 pm and before 5.00 am,130,,,false,,2023-07-01,2024-06-30,4,2023,2025-05-06T05:37:09+00:00
5392,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,,Other than baking production employees (OBPE): Monday to Friday - Starting at or after 6.00 pm and before 5.00 am,130,,,false,,2023-07-01,2024-06-30,4,2023,2025-05-06T05:37:10+00:00
1973,21700,Casual junior employees other than shiftworkers—ordinary and penalty rates,,Public holiday,250,,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:37:54+00:00
1999,21705,Junior apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,,Public holiday,225,,,false,,2023-07-01,2024-06-30,4,2023,2025-05-06T05:37:09+00:00
1999,21705,Junior apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,,Public holiday,225,,,false,,2023-07-01,2024-06-30,4,2023,2025-05-06T05:37:09+00:00
5401,22632,Junior apprentice who began apprenticeship on 1 January 2014 or later—overtime rates,,Public holiday,250,,,false,,2023-07-01,2024-06-30,4,2023,2025-05-06T05:37:15+00:00
1959,21697,Full-time and part-time junior employees other than shiftworkers—ordinary and penalty rates,,Public holiday,225,,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:37:39+00:00
5401,22632,Junior apprentice who began apprenticeship on 1 January 2014 or later—overtime rates,,Public holiday,250,,,false,,2023-07-01,2024-06-30,4,2023,2025-05-06T05:37:14+00:00
1969,21699,All full-time and part-time junior employees—overtime rates,,Public holiday,250,,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:38:06+00:00
1971,21700,Casual junior employees other than shiftworkers—ordinary and penalty rates,,Saturday,150,,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:38:02+00:00
1997,21705,Junior apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,,Saturday,125,,,false,,2023-07-01,2024-06-30,4,2023,2025-05-06T05:37:08+00:00
1971,21700,Casual junior employees other than shiftworkers—ordinary and penalty rates,,Saturday,150,,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:38:02+00:00
1957,21697,Full-time and part-time junior employees other than shiftworkers—ordinary and penalty rates,,Saturday,125,,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:37:51+00:00
1972,21700,Casual junior employees other than shiftworkers—ordinary and penalty rates,,Sunday,175,,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:37:49+00:00
1998,21705,Junior apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,,Sunday,150,,,false,,2023-07-01,2024-06-30,4,2023,2025-05-06T05:37:08+00:00
1998,21705,Junior apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,,Sunday,150,,,false,,2023-07-01,2024-06-30,4,2023,2025-05-06T05:37:08+00:00
1958,21697,Full-time and part-time junior employees other than shiftworkers—ordinary and penalty rates,,Sunday,150,,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:37:56+00:00
5400,22632,Junior apprentice who began apprenticeship on 1 January 2014 or later—overtime rates,,Sunday - all day,200,,,false,,2023-07-01,2024-06-30,4,2023,2025-05-06T05:37:14+00:00
5400,22632,Junior apprentice who began apprenticeship on 1 January 2014 or later—overtime rates,,Sunday - all day,200,,,false,,2023-07-01,2024-06-30,4,2023,2025-05-06T05:37:14+00:00
1968,21699,All full-time and part-time junior employees—overtime rates,,Sunday – all day,200,,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:37:58+00:00
1965,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,,All shiftworkers: Public holiday - All hours within shift,225,JN,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:37:55+00:00
1979,21701,Casual junior shiftworkers—shiftwork and penalty rates,,All shiftworkers: Public holiday - All hours within shift,250,JN,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:37:40+00:00
1979,21701,Casual junior shiftworkers—shiftwork and penalty rates,,All shiftworkers: Public holiday - All hours within shift,250,JN,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:37:41+00:00
1965,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,,All shiftworkers: Public holiday - All hours within shift,225,JN,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:37:54+00:00
1977,21701,Casual junior shiftworkers—shiftwork and penalty rates,,All shiftworkers: Saturday - OBPE and BPE,175,JN,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:37:30+00:00
1963,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,,All shiftworkers: Saturday - OBPE and BPE,150,JN,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:37:58+00:00
1963,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,,All shiftworkers: Saturday - OBPE and BPE,150,JN,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:37:59+00:00
1977,21701,Casual junior shiftworkers—shiftwork and penalty rates,,All shiftworkers: Saturday - OBPE and BPE,175,JN,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:37:30+00:00
1978,21701,Casual junior shiftworkers—shiftwork and penalty rates,,All shiftworkers: Sunday - OBPE and BPE,200,JN,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:37:36+00:00
1964,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,,All shiftworkers: Sunday - OBPE and BPE,175,JN,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:37:50+00:00
1978,21701,Casual junior shiftworkers—shiftwork and penalty rates,,All shiftworkers: Sunday - OBPE and BPE,200,JN,,false,,2023-07-01,2024-06-30,8,2023,2025-05-06T05:37:35+00:00
